,drug1,drug2,object,precipitant,severity
1720,http://bio2rdf.org/drugbank:DB01264,http://bio2rdf.org/drugbank:DB01100,Darunavir,Pimozide,3
1719,http://bio2rdf.org/drugbank:DB00184,http://bio2rdf.org/drugbank:DB00682,Nicotine,Warfarin, 
1718,http://bio2rdf.org/drugbank:DB00469,http://bio2rdf.org/drugbank:DB00682,Tenoxicam,Warfarin,2
1717,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00708,Kanamycin,Sufentanil, 
1716,http://bio2rdf.org/drugbank:DB01580,http://bio2rdf.org/drugbank:DB00232,Oxprenolol,Methyclothiazide,1
1715,http://bio2rdf.org/drugbank:DB00384,http://bio2rdf.org/drugbank:DB00761,TRIAMTERENE,POTASSIUM_CHLORIDE,2
1714,http://bio2rdf.org/drugbank:DB00584,http://bio2rdf.org/drugbank:DB01193,Enalapril,Acebutolol, 
1713,http://bio2rdf.org/drugbank:DB01203,http://bio2rdf.org/drugbank:DB00682,Nadolol,Warfarin,1
1712,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00400,NORETHINDRONE,GRISEOFULVIN,2
1711,http://bio2rdf.org/drugbank:DB00860,http://bio2rdf.org/drugbank:DB00945,Prednisolone,Acetylsalicylic_acid,2
1710,http://bio2rdf.org/drugbank:DB00537,http://bio2rdf.org/drugbank:DB00682,Ciprofloxacin,Warfarin,2
1709,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB00554,Niclosamide,Piroxicam,1
1708,http://bio2rdf.org/drugbank:DB01017,http://bio2rdf.org/drugbank:DB00578,Minocycline,Carbenicillin,2
1707,http://bio2rdf.org/drugbank:DB01009,http://bio2rdf.org/drugbank:DB01115,Ketoprofen,Nifedipine, 
1706,http://bio2rdf.org/drugbank:DB00586,http://bio2rdf.org/drugbank:DB01356,Diclofenac,Lithium,2
1705,http://bio2rdf.org/drugbank:DB00573,http://bio2rdf.org/drugbank:DB00612,Fenoprofen,Bisoprolol,2
1704,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00415,Diflunisal,Ampicillin,1
1703,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB00195,Ranitidine,Betaxolol, 
1702,http://bio2rdf.org/drugbank:DB00489,http://bio2rdf.org/drugbank:DB00945,Sotalol,Acetylsalicylic_acid,1
1701,http://bio2rdf.org/drugbank:DB00549,http://bio2rdf.org/drugbank:DB01100,Zafirlukast,Pimozide,2
1700,http://bio2rdf.org/drugbank:DB00458,http://bio2rdf.org/drugbank:DB00647,Imipramine,Dextropropoxyphene,1
1699,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB00415,Salicylamide,Ampicillin,1
1698,http://bio2rdf.org/drugbank:DB01233,http://bio2rdf.org/drugbank:DB00295,Metoclopramide,Morphine,1
1697,http://bio2rdf.org/drugbank:DB00454,http://bio2rdf.org/drugbank:DB01367,Pethidine,Rasagiline,3
1696,http://bio2rdf.org/drugbank:DB00860,http://bio2rdf.org/drugbank:DB00277,Prednisolone,Theophylline,1
1695,http://bio2rdf.org/drugbank:DB01147,http://bio2rdf.org/drugbank:DB00294,Cloxacillin,Etonogestrel,3
1694,http://bio2rdf.org/drugbank:DB01296,http://bio2rdf.org/drugbank:DB00195,Glucosamine,Betaxolol,2
1693,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB01398,Calcium_carbonate,Salicylate-sodium,1
1692,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB01628,Potassium,Etoricoxib,1
1691,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB00921,Cimetidine,Buprenorphine,2
1690,http://bio2rdf.org/drugbank:DB01168,http://bio2rdf.org/drugbank:DB00656,Procarbazine,TRAZODONE,3
1689,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB01192,Phenobarbital,Oxymorphone,2
1688,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00122,Calcium_carbonate,Choline,1
1687,http://bio2rdf.org/drugbank:DB00500,http://bio2rdf.org/drugbank:DB00606,Tolmetin,Cyclothiazide,1
1686,http://bio2rdf.org/drugbank:DB00578,http://bio2rdf.org/drugbank:DB00521,Carbenicillin,Carteolol,1
1685,http://bio2rdf.org/drugbank:DB00571,http://bio2rdf.org/drugbank:DB01373,Propranolol,Calcium,1
1684,http://bio2rdf.org/drugbank:DB00641,http://bio2rdf.org/drugbank:DB01601,Simvastatin,Lopinavir,3
1683,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB00866,Sodium_bicarbonate,Alprenolol,1
1682,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB00540,Carbamazepine,Nortriptyline,1
1681,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00573,Diflunisal,Fenoprofen,1
1680,http://bio2rdf.org/drugbank:DB00489,http://bio2rdf.org/drugbank:DB00277,Sotalol,Theophylline,2
1679,http://bio2rdf.org/drugbank:DB00849,http://bio2rdf.org/drugbank:DB00783,Methylphenobarbital,Estradiol,2
1678,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB01209,Phenytoin,Dezocine,1
1677,http://bio2rdf.org/drugbank:DB00489,http://bio2rdf.org/drugbank:DB01233,Sotalol,Metoclopramide, 
1676,http://bio2rdf.org/drugbank:DB00584,http://bio2rdf.org/drugbank:DB01115,Enalapril,Nifedipine, 
1675,http://bio2rdf.org/drugbank:DB07886,http://bio2rdf.org/drugbank:DB00936,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",Salicyclic_acid,2
1674,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB00893,Sodium_bicarbonate,Iron_Dextran,2
1673,http://bio2rdf.org/drugbank:DB00739,http://bio2rdf.org/drugbank:DB00717,Hetacillin,Norethindrone,3
1672,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00497,Nifedipine,Oxycodone,1
1671,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB00417,Potassium,Penicillin_V,1
1670,http://bio2rdf.org/drugbank:DB00195,http://bio2rdf.org/drugbank:DB00999,Betaxolol,Hydrochlorothiazide,1
1669,http://bio2rdf.org/drugbank:DB00578,http://bio2rdf.org/drugbank:DB00866,Carbenicillin,Alprenolol,1
1668,http://bio2rdf.org/drugbank:DB01060,http://bio2rdf.org/drugbank:DB00521,Amoxicillin,Carteolol,1
1667,http://bio2rdf.org/drugbank:DB01009,http://bio2rdf.org/drugbank:DB00252,Ketoprofen,Phenytoin,1
1666,http://bio2rdf.org/drugbank:DB00899,http://bio2rdf.org/drugbank:DB00304,Remifentanil,Desogestrel, 
1665,http://bio2rdf.org/drugbank:DB01045,http://bio2rdf.org/drugbank:DB01115,Rifampicin,Nifedipine,3
1664,http://bio2rdf.org/drugbank:DB01045,http://bio2rdf.org/drugbank:DB01132,Rifampicin,Pioglitazone,2
1663,http://bio2rdf.org/drugbank:DB00437,http://bio2rdf.org/drugbank:DB00319,Allopurinol,Piperacillin,1
1662,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00727,Ethanol,Nitroglycerin,2
1661,http://bio2rdf.org/drugbank:DB00734,http://bio2rdf.org/drugbank:DB00313,Risperidone,Valproic_Acid,2
1660,http://bio2rdf.org/drugbank:DB00752,http://bio2rdf.org/drugbank:DB01356,Tranylcypromine,Lithium,2
1659,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB01192,Desogestrel,Oxymorphone, 
1658,http://bio2rdf.org/drugbank:DB00591,http://bio2rdf.org/drugbank:DB00936,Fluocinolone_Acetonide,Salicyclic_acid,2
1657,http://bio2rdf.org/drugbank:DB00343,http://bio2rdf.org/drugbank:DB01359,Diltiazem,Penbutolol,2
1656,http://bio2rdf.org/drugbank:DB01268,http://bio2rdf.org/drugbank:DB00246,Sunitinib,Ziprasidone,2
1655,http://bio2rdf.org/drugbank:DB00945,http://bio2rdf.org/drugbank:DB00469,Acetylsalicylic_acid,Tenoxicam,1
1654,http://bio2rdf.org/drugbank:DB08795,http://bio2rdf.org/drugbank:DB04861,Azidocillin,Nebivolol,1
1653,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB00264,Tizanidine,Metoprolol,2
1652,http://bio2rdf.org/drugbank:DB01233,http://bio2rdf.org/drugbank:DB00866,Metoclopramide,Alprenolol, 
1651,http://bio2rdf.org/drugbank:DB00571,http://bio2rdf.org/drugbank:DB01197,Propranolol,Captopril, 
1650,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB00727,Salsalate,Nitroglycerin,1
1649,http://bio2rdf.org/drugbank:DB01410,http://bio2rdf.org/drugbank:DB00606,Ciclesonide,Cyclothiazide,1
1648,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB00598,Ranitidine,Labetalol, 
1647,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB07886,Megestrol_acetate,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",1
1646,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB00712,Medroxyprogesterone_Acetate,Flurbiprofen,1
1645,http://bio2rdf.org/drugbank:DB00521,http://bio2rdf.org/drugbank:DB01345,Carteolol,Potassium,1
1644,http://bio2rdf.org/drugbank:DB01193,http://bio2rdf.org/drugbank:DB00661,Acebutolol,Verapamil,2
1643,http://bio2rdf.org/drugbank:DB00266,http://bio2rdf.org/drugbank:DB00945,Dicoumarol,Acetylsalicylic_acid,2
1642,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB00749,Mometasone,Etodolac,2
1641,http://bio2rdf.org/drugbank:DB00437,http://bio2rdf.org/drugbank:DB00373,Allopurinol,Timolol, 
1640,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB06725,Norethindrone,Lornoxicam,1
1639,http://bio2rdf.org/drugbank:DB00246,http://bio2rdf.org/drugbank:DB00308,Ziprasidone,Ibutilide,3
1638,http://bio2rdf.org/drugbank:DB01296,http://bio2rdf.org/drugbank:DB00598,Glucosamine,Labetalol,2
1637,http://bio2rdf.org/drugbank:DB00908,http://bio2rdf.org/drugbank:DB00913,Quinidine,Anileridine,1
1636,http://bio2rdf.org/drugbank:DB01233,http://bio2rdf.org/drugbank:DB00201,Metoclopramide,Caffeine,1
1635,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB01136,Dihydroxyaluminium,Carvedilol,1
1634,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB00774,Tizanidine,Hydroflumethiazide,1
1633,http://bio2rdf.org/drugbank:DB01398,http://bio2rdf.org/drugbank:DB00482,Salicylate-sodium,Celecoxib,1
1632,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00870,Kanamycin,Suprofen,1
1631,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00489,Megestrol_acetate,Sotalol,1
1630,http://bio2rdf.org/drugbank:DB00945,http://bio2rdf.org/drugbank:DB01093,Acetylsalicylic_acid,Dimethyl_sulfoxide,1
1629,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB06204,Ranitidine,Tapentadol,1
1628,http://bio2rdf.org/drugbank:DB01193,http://bio2rdf.org/drugbank:DB08797,Acebutolol,Salicylamide,1
1627,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00908,Calcium,Quinidine,2
1626,http://bio2rdf.org/drugbank:DB00948,http://bio2rdf.org/drugbank:DB00521,Mezlocillin,Carteolol,1
1625,http://bio2rdf.org/drugbank:DB01264,http://bio2rdf.org/drugbank:DB00615,Darunavir,RIFABUTIN,2
1624,http://bio2rdf.org/drugbank:DB01602,http://bio2rdf.org/drugbank:DB00335,Bacampicillin,Atenolol,1
1623,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB01628,Kanamycin,Etoricoxib,1
1622,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00883,Diflunisal,Isosorbide_Dinitrate,1
1621,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB06802,Diflunisal,Nepafenac,1
1620,http://bio2rdf.org/drugbank:DB00814,http://bio2rdf.org/drugbank:DB00945,Meloxicam,Acetylsalicylic_acid,1
1619,http://bio2rdf.org/drugbank:DB00263,http://bio2rdf.org/drugbank:DB00266,Sulfisoxazole,Dicoumarol,2
1618,http://bio2rdf.org/drugbank:DB00246,http://bio2rdf.org/drugbank:DB01259,Ziprasidone,Lapatinib,2
1617,http://bio2rdf.org/drugbank:DB01319,http://bio2rdf.org/drugbank:DB00353,Fosamprenavir,Methylergometrine,3
1616,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB00883,Salicylamide,Isosorbide_Dinitrate,1
1615,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB01016,Cimetidine,Glyburide,1
1614,http://bio2rdf.org/drugbank:DB01606,http://bio2rdf.org/drugbank:DB00367,Tazobactam,Levonorgestrel,3
1613,http://bio2rdf.org/drugbank:DB04743,http://bio2rdf.org/drugbank:DB00214,Nimesulide,Torasemide,2
1612,http://bio2rdf.org/drugbank:DB00908,http://bio2rdf.org/drugbank:DB00701,Quinidine,Amprenavir,2
1611,http://bio2rdf.org/drugbank:DB01211,http://bio2rdf.org/drugbank:DB06589,Clarithromycin,Pazopanib,2
1610,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB00373,Ethynodiol,Timolol,1
1609,http://bio2rdf.org/drugbank:DB00948,http://bio2rdf.org/drugbank:DB00866,Mezlocillin,Alprenolol,1
1608,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB00443,Ethynodiol,Betamethasone,1
1607,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB01017,Aluminum_hydroxide,Minocycline,2
1606,http://bio2rdf.org/drugbank:DB00497,http://bio2rdf.org/drugbank:DB00780,Oxycodone,Phenelzine,3
1605,http://bio2rdf.org/drugbank:DB04861,http://bio2rdf.org/drugbank:DB01356,Nebivolol,Lithium,1
1604,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB00310,Carbamazepine,Chlorthalidone,1
1603,http://bio2rdf.org/drugbank:DB01053,http://bio2rdf.org/drugbank:DB00603,Benzylpenicillin,Medroxyprogesterone_Acetate,3
1602,http://bio2rdf.org/drugbank:DB00199,http://bio2rdf.org/drugbank:DB00417,Erythromycin,Penicillin_V,1
1601,http://bio2rdf.org/drugbank:DB00485,http://bio2rdf.org/drugbank:DB00187,Dicloxacillin,Esmolol,1
1600,http://bio2rdf.org/drugbank:DB00440,http://bio2rdf.org/drugbank:DB00199,Trimethoprim,Erythromycin,2
1599,http://bio2rdf.org/drugbank:DB00319,http://bio2rdf.org/drugbank:DB01580,Piperacillin,Oxprenolol,1
1598,http://bio2rdf.org/drugbank:DB00201,http://bio2rdf.org/drugbank:DB00184,Caffeine,Nicotine,1
1597,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00861,Dihydroxyaluminium,Diflunisal,1
1596,http://bio2rdf.org/drugbank:DB00122,http://bio2rdf.org/drugbank:DB01602,Choline,Bacampicillin,1
1595,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB01359,Medroxyprogesterone_Acetate,Penbutolol,1
1594,http://bio2rdf.org/drugbank:DB00458,http://bio2rdf.org/drugbank:DB00883,Imipramine,Isosorbide_Dinitrate,1
1593,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00697,Nifedipine,Tizanidine, 
1592,http://bio2rdf.org/drugbank:DB00814,http://bio2rdf.org/drugbank:DB00277,Meloxicam,Theophylline,2
1591,http://bio2rdf.org/drugbank:DB00814,http://bio2rdf.org/drugbank:DB01233,Meloxicam,Metoclopramide, 
1590,http://bio2rdf.org/drugbank:DB00344,http://bio2rdf.org/drugbank:DB01626,Protriptyline,Pargyline,3
1589,http://bio2rdf.org/drugbank:DB00571,http://bio2rdf.org/drugbank:DB01397,Propranolol,Magnesium_salicylate,1
1588,http://bio2rdf.org/drugbank:DB00343,http://bio2rdf.org/drugbank:DB08807,Diltiazem,Bopindolol,2
1587,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB01356,Atenolol,Lithium,1
1586,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB00842,Methacholine,Oxazepam,1
1585,http://bio2rdf.org/drugbank:DB00788,http://bio2rdf.org/drugbank:DB00612,Naproxen,Bisoprolol,2
1584,http://bio2rdf.org/drugbank:DB00908,http://bio2rdf.org/drugbank:DB00612,Quinidine,Bisoprolol,2
1583,http://bio2rdf.org/drugbank:DB01234,http://bio2rdf.org/drugbank:DB00605,Dexamethasone,Sulindac,2
1582,http://bio2rdf.org/drugbank:DB00204,http://bio2rdf.org/drugbank:DB00199,Dofetilide,Erythromycin,2
1581,http://bio2rdf.org/drugbank:DB01222,http://bio2rdf.org/drugbank:DB04552,Budesonide,Niflumic_Acid,2
1580,http://bio2rdf.org/drugbank:DB00417,http://bio2rdf.org/drugbank:DB00335,Penicillin_V,Atenolol,1
1579,http://bio2rdf.org/drugbank:DB02443,http://bio2rdf.org/drugbank:DB00264,Methicillin_Acyl-Serine,Metoprolol,1
1578,http://bio2rdf.org/drugbank:DB00437,http://bio2rdf.org/drugbank:DB01147,Allopurinol,Cloxacillin,1
1577,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB00252,Aluminum_hydroxide,Phenytoin,1
1576,http://bio2rdf.org/drugbank:DB01045,http://bio2rdf.org/drugbank:DB01124,Rifampicin,TOLBUTAMIDE,2
1575,http://bio2rdf.org/drugbank:DB00582,http://bio2rdf.org/drugbank:DB00862,Voriconazole,Vardenafil,2
1574,http://bio2rdf.org/drugbank:DB00482,http://bio2rdf.org/drugbank:DB00612,Celecoxib,Bisoprolol,2
1573,http://bio2rdf.org/drugbank:DB00258,http://bio2rdf.org/drugbank:DB00661,Calcium_Acetate,Verapamil,2
1572,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB01060,Calcium,Amoxicillin,1
1571,http://bio2rdf.org/drugbank:DB00573,http://bio2rdf.org/drugbank:DB01197,Fenoprofen,Captopril,2
1570,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB01296,Sodium_bicarbonate,Glucosamine,1
1569,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB00415,Potassium,Ampicillin,1
1568,http://bio2rdf.org/drugbank:DB00652,http://bio2rdf.org/drugbank:DB00603,Pentazocine,Medroxyprogesterone_Acetate, 
1567,http://bio2rdf.org/drugbank:DB01203,http://bio2rdf.org/drugbank:DB00661,Nadolol,Verapamil,2
1566,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB01151,Timolol,Desipramine,1
1565,http://bio2rdf.org/drugbank:DB00598,http://bio2rdf.org/drugbank:DB01399,Labetalol,Salsalate,1
1564,http://bio2rdf.org/drugbank:DB01359,http://bio2rdf.org/drugbank:DB00945,Penbutolol,Acetylsalicylic_acid,1
1563,http://bio2rdf.org/drugbank:DB01203,http://bio2rdf.org/drugbank:DB08797,Nadolol,Salicylamide,1
1562,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB00264,Carbamazepine,Metoprolol,1
1561,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB06803,Cimetidine,Niclosamide,1
1560,http://bio2rdf.org/drugbank:DB01580,http://bio2rdf.org/drugbank:DB00281,Oxprenolol,Lidocaine,2
1559,http://bio2rdf.org/drugbank:DB00399,http://bio2rdf.org/drugbank:DB00214,Zoledronate,Torasemide,2
1558,http://bio2rdf.org/drugbank:DB00415,http://bio2rdf.org/drugbank:DB08807,Ampicillin,Bopindolol,1
1557,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00588,Megestrol_acetate,Fluticasone_Propionate,1
1556,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB01001,Timolol,Salbutamol,2
1555,http://bio2rdf.org/drugbank:DB00881,http://bio2rdf.org/drugbank:DB00594,Quinapril,Amiloride,2
1554,http://bio2rdf.org/drugbank:DB00204,http://bio2rdf.org/drugbank:DB00343,Dofetilide,Diltiazem,2
1553,http://bio2rdf.org/drugbank:DB00586,http://bio2rdf.org/drugbank:DB00310,Diclofenac,Chlorthalidone,1
1552,http://bio2rdf.org/drugbank:DB01575,http://bio2rdf.org/drugbank:DB00861,Kaolin,Diflunisal,1
1551,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB00573,Potassium,Fenoprofen,1
1550,http://bio2rdf.org/drugbank:DB00866,http://bio2rdf.org/drugbank:DB00186,Alprenolol,Lorazepam, 
1549,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB00697,Salsalate,Tizanidine,1
1548,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB00697,Aluminum_hydroxide,Tizanidine,1
1547,http://bio2rdf.org/drugbank:DB00313,http://bio2rdf.org/drugbank:DB02546,Valproic_Acid,VORINOSTAT,2
1546,http://bio2rdf.org/drugbank:DB00683,http://bio2rdf.org/drugbank:DB00625,Midazolam,Efavirenz,3
1545,http://bio2rdf.org/drugbank:DB00454,http://bio2rdf.org/drugbank:DB01247,Pethidine,ISOCARBOXAZID,3
1544,http://bio2rdf.org/drugbank:DB00266,http://bio2rdf.org/drugbank:DB00227,Dicoumarol,Lovastatin,2
1543,http://bio2rdf.org/drugbank:DB00741,http://bio2rdf.org/drugbank:DB01021,Hydrocortisone,Trichlormethiazide,1
1542,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00521,Ketorolac,Carteolol,2
1541,http://bio2rdf.org/drugbank:DB01607,http://bio2rdf.org/drugbank:DB00598,Ticarcillin,Labetalol,1
1540,http://bio2rdf.org/drugbank:DB00277,http://bio2rdf.org/drugbank:DB01115,Theophylline,Nifedipine, 
1539,http://bio2rdf.org/drugbank:DB01359,http://bio2rdf.org/drugbank:DB00277,Penbutolol,Theophylline,2
1538,http://bio2rdf.org/drugbank:DB01359,http://bio2rdf.org/drugbank:DB01233,Penbutolol,Metoclopramide, 
1537,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB00485,Niclosamide,Dicloxacillin,1
1536,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00571,Nifedipine,Propranolol,2
1535,http://bio2rdf.org/drugbank:DB08439,http://bio2rdf.org/drugbank:DB00866,parecoxib,Alprenolol,2
1534,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB00712,Desogestrel,Flurbiprofen,1
1533,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB08807,Medroxyprogesterone_Acetate,Bopindolol,1
1532,http://bio2rdf.org/drugbank:DB00437,http://bio2rdf.org/drugbank:DB00489,Allopurinol,Sotalol, 
1531,http://bio2rdf.org/drugbank:DB00701,http://bio2rdf.org/drugbank:DB01242,Amprenavir,Clomipramine,2
1530,http://bio2rdf.org/drugbank:DB01045,http://bio2rdf.org/drugbank:DB00490,Rifampicin,Buspirone,2
1529,http://bio2rdf.org/drugbank:DB01203,http://bio2rdf.org/drugbank:DB01016,Nadolol,Glyburide,2
1528,http://bio2rdf.org/drugbank:DB00180,http://bio2rdf.org/drugbank:DB00963,Flunisolide,Bromfenac,2
1527,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB00960,Tizanidine,Pindolol,2
1526,http://bio2rdf.org/drugbank:DB00537,http://bio2rdf.org/drugbank:DB01016,CIPROFLOXACIN,Glyburide,2
1525,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00866,Ketorolac,Alprenolol,2
1524,http://bio2rdf.org/drugbank:DB01247,http://bio2rdf.org/drugbank:DB01356,Isocarboxazid,Lithium,2
1523,http://bio2rdf.org/drugbank:DB01599,http://bio2rdf.org/drugbank:DB00468,Probucol,Quinine,2
1522,http://bio2rdf.org/drugbank:DB01604,http://bio2rdf.org/drugbank:DB00351,Pivampicillin,Megestrol_acetate,3
1521,http://bio2rdf.org/drugbank:DB00814,http://bio2rdf.org/drugbank:DB00227,Meloxicam,Lovastatin,1
1520,http://bio2rdf.org/drugbank:DB01168,http://bio2rdf.org/drugbank:DB00323,Procarbazine,Tolcapone,3
1519,http://bio2rdf.org/drugbank:DB03585,http://bio2rdf.org/drugbank:DB01193,Oxyphenbutazone,Acebutolol,2
1518,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB07886,Ethynodiol,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",1
1517,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB00580,Alprazolam,Valdecoxib, 
1516,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB00963,Salicylamide,Bromfenac,1
1515,http://bio2rdf.org/drugbank:DB00739,http://bio2rdf.org/drugbank:DB00612,Hetacillin,Bisoprolol,1
1514,http://bio2rdf.org/drugbank:DB00669,http://bio2rdf.org/drugbank:DB00601,SUMATRIPTAN,Linezolid,3
1513,http://bio2rdf.org/drugbank:DB01211,http://bio2rdf.org/drugbank:DB00404,Clarithromycin,Alprazolam,2
1512,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB01054,Atenolol,Nitrendipine,2
1511,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB00232,Mometasone,Methyclothiazide,1
